name,popularity,duration_ms,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,valence_tags,arousal_tags,dominance_tags,genre,artists_processed,name_processed,lyrics,BERT_features
six feet under the stars,55,216547,all time low,0.488,0.967,3,-2.701,1,0.0755,0.0147,0.0,0.109,0.341,130.928,7.590178571428571,5.312678571428572,6.449285714285715,pop punk,all time low,six feet under the stars,time lay claim evidence fingerprints sell footprints washed away docks downtown getting late days feel deserving little time kick hang hours mouth world know going straight hell pass another bottle honey jager's sweet keeps around i'm meet thames street i'll take though i'm hardly worth time cold look fierce i'm warming tension's like fire we'll hit south broadway matter minutes like bad movie i'll drop line fall grave i've digging there's room two six feet stars known better call night like night like know i'd tear place ground i'm alright like alright like i'm gonna roll dice sober get gone i'm always head thames street i'll take though i'm hardly worth time cold look fierce i'm warming tension's like fire we'll hit south broadway matter minutes like bad movie i'll drop line fall grave i've digging there's room two six feet stars time lay claim evidence fingerprints sell footprints washed away i'm guilty i'm safe one day overdressed underage really need see id embarrassing hell cover well we're six feet stars thames street i'll take though i'm hardly worth time cold look fierce i'm warming tension's like fire we'll hit south broadway matter minutes like bad movie i'll drop line fall grave i've digging there's room two six feet stars six feet stars six feet stars,"[[-0.60125273  0.16137952 -0.20614931 ... -0.41123545 -0.19258066
   0.32358578]
 [-0.09938841  0.06934851 -0.5281933  ...  0.7072133   1.6070144
  -0.33083794]
 [ 0.6924021  -0.32143262  0.9717633  ...  0.220817    0.16593237
  -0.11109035]
 ...
 [ 0.15155198 -0.0543727   0.22570994 ... -0.1402897  -0.25658798
  -0.33214274]
 [ 0.25739077 -0.34281427  0.3337421  ... -0.04497278 -0.21735314
  -0.25405836]
 [ 0.3333189  -0.3065904   0.6043021  ... -0.03539713 -0.03176814
  -0.25590223]]"
remembering sunday,63,256733,all time low,0.45,0.602,6,-4.801,0,0.0264,0.15,0.0,0.141,0.316,170.043,6.076694915254237,4.4966949152542375,5.672627118644069,acoustic,all time low,remembering sunday,woke dreaming put shoes started making way past morning sober days leaning breeze remembering sunday falls knees breakfast together two eggs last like feeling needs place seems familiar pulled hand devilish grin led upstairs led upstairs left dying get forgive i'm trying find calling i'm calling night mean bother seen girl running dreams driving crazy seems i'm going ask marry even though believe love he's determined call bluff could deny butterflies they're filling gut waking neighbors unfamiliar faces pleads though tries he's denied he's dying get inside forgive i'm trying find calling i'm calling night mean bother seen girl running dreams driving crazy seems i'm going ask marry neighbors said moved away funny rained day think much starting make sense oh see clouds following desperate endeavor find whoever wherever may i'm coming back forgive i've done something terrible i'm terrified speak i'm calling i'm calling expect i'm mixed i'll blunt rain driving crazy i'm washing hair mind keeping eye world many thousands feet ground i'm i'm home clouds towering head well guess i'll go home guess i'll go home guess i'll go home guess i'll go home,"[[-0.17254114  0.05945657  0.2649162  ... -0.15635544  0.0413996
   0.20898005]
 [ 0.37055653  0.47590944  0.81406635 ...  0.10702997  0.66291726
  -0.54546344]
 [ 0.03990295  0.47796118  0.8944295  ... -0.26525834  0.39383343
  -0.4503805 ]
 ...
 [-0.06047026  0.00700105  0.57357967 ... -0.23935619  0.15945667
  -0.1405311 ]
 [ 0.31721073  0.07108396  0.665275   ... -0.26726323 -0.02601267
  -0.31046635]
 [ 0.10525255  0.05735167  0.60151905 ... -0.23279732 -0.13147914
  -0.10227057]]"
what kind of fool,23,243227,all about eve,0.487,0.328,10,-12.277,1,0.0288,0.455,0.0,0.13,0.266,72.461,2.413333333333333,3.4466666666666663,2.836666666666667,gothic rock,all about eve,what kind of fool,can't see wood trees can't hear wind breeze whispers voice head like said listen kind fool lays that's precious waste kind fool leaves treasure rust rain they'll need sky clears kind fool discover jewel til dust clears fools like us fools want they've treasured wanting dawn brightest morning reach stars cause they're sweeter far moon though brighter closer,"[[ 0.1291037   0.3277535   0.28013372 ... -0.20788857  0.17482561
   0.22340094]
 [ 0.91169447  0.17411691  1.122118   ... -0.09477312 -0.27222016
   0.05870107]
 [ 0.66332895  0.25036445 -0.06142855 ... -0.19882163 -0.5635068
  -0.27971902]
 ...
 [ 0.22115219 -0.02472569  0.47797188 ...  0.01189379  0.07461025
  -0.30339625]
 [ 0.24170092 -0.04797461  0.51790464 ...  0.02062797  0.07075402
  -0.29291922]
 [ 0.1598819   0.03002768  0.41937956 ... -0.08420268 -0.0687172
  -0.13198146]]"
she moves through the fair,23,340493,all about eve,0.223,0.0231,2,-22.656,1,0.042,0.972,0.000793,0.0439,0.121,108.934,4.935,4.41,5.265,folk,all about eve,she moves through the fair,young love said mother mind father slight lack kind laid hand say long till wedding day went away moved fair fondly watched move move went onwards one star awake like swan evening moves lake last night came dead love came softly came feet made din laid hand say long till wedding day,"[[-0.20964909 -0.0570534   0.32323986 ... -0.19000126  0.06008786
   0.02822502]
 [-0.7827971   0.06523222  0.59351367 ... -0.2959264  -0.04057116
  -0.98524976]
 [ 0.3832782  -0.07615727  1.510058   ... -0.756503    0.2966616
  -0.46746698]
 ...
 [-0.32390296 -0.19455442  0.48686552 ... -0.256129   -0.0380789
  -0.16119835]
 [-0.48139226 -0.19050142  0.49937853 ... -0.2706586  -0.06295414
  -0.1519852 ]
 [-0.1683898  -0.15946198  0.531095   ... -0.23211773 -0.10582767
  -0.18945767]]"
love letters,53,170427,alison moyet,0.53,0.339,10,-11.059,1,0.0287,0.0538,0.000497,0.168,0.226,129.692,5.846666666666668,3.7751515151515145,5.707272727272727,pop,alison moyet,love letters,love letters straight heart keep us near apart i'm alone night love write memorize every line kiss name sign darling read right start love letters straight heart memorize every line love letters straight heart love letters straight heart,"[[-0.28995726 -0.08848467  0.15010263 ... -0.34083498 -0.2977217
   0.40558064]
 [ 0.93871653  0.32247883  0.8686051  ...  0.0830863   0.38096806
   0.22142501]
 [-0.06298156  0.4247726   0.9262406  ... -0.34267953 -0.8438418
  -0.37498525]
 ...
 [ 0.09894931 -0.1231858   0.79227275 ... -0.12354861 -0.10840336
  -0.12787455]
 [ 0.02886201 -0.19484766  0.601685   ... -0.19880837 -0.18560763
  -0.08941939]
 [ 0.18223138 -0.04436088  0.8053612  ... -0.03577402 -0.16312917
  -0.03293743]]"
down to the river to pray,52,175973,alison krauss,0.54,0.146,4,-15.347,1,0.0759,0.959,0.0,0.234,0.594,131.56,6.00318181818182,4.319242424242424,6.340757575757576,bluegrass,alison krauss,down to the river to pray,baby dry eyes there's need cry cause i'll see might understand chorus i'm away river hundred miles crossing jordan shore i'll standing waiting who've gone i'm away river hundred miles pictures wall help recall they're make sad remember good times chorus time leave gonna feel mountain breeze snow fill stream carry chorus,"[[-0.43073618 -0.21491823 -0.10007871 ... -0.45776454 -0.01340833
   0.2744397 ]
 [ 0.45189223 -0.16814229  1.4321604  ... -0.6754427  -0.16587362
   0.00635513]
 [-0.3602337   0.05381251  0.6942304  ... -0.43293935 -0.34132898
  -0.1246838 ]
 ...
 [ 0.06070593 -0.05799019  0.5887249  ... -0.21791662 -0.2882854
   0.06585532]
 [ 0.1508582  -0.07288999  0.5876502  ... -0.20411062 -0.29306203
   0.16752565]
 [ 0.18404235 -0.12741372  0.5626621  ... -0.1298072  -0.31826326
   0.21714653]]"
try sleeping with a broken heart,62,249013,alicia keys,0.496,0.82,5,-5.155,1,0.112,0.158,0.246,0.13,0.549,110.977,4.994078947368422,4.547763157894736,4.751710526315789,soul,alicia keys,try sleeping with a broken heart,even million miles away still feel bed near touch feel even bottom sea could still hear inside head telling touch feel time telling lies tonight i'm gonna find way make without tonight i'm gonna find way make without i'm gonna hold times tonight i'm gonna find way make without ever try sleeping broken heart well could try sleeping bed lonely nobody ever shut like wore crown made body feel heaven bound hold need thought told never leave looking sky could see face knew right fit take make know i'll always love right till end tonight i'm gonna find way make without tonight i'm gonna find way make without i'm gonna hold times tonight i'm gonna find way make without anybody could've told right start bout fall apart rather hold broken dream i'll hold love could find way make hold tight i'll make without tonight tonight i'm gonna find way make without tonight i'm gonna find way make without i'm gonna hold times tonight i'm gonna find way make without,"[[-0.21352033 -0.01949253  0.26717326 ... -0.35906783 -0.08378216
   0.03419745]
 [-1.1182585   0.2779463   1.2523341  ... -0.6451174   1.285098
   0.41449133]
 [ 0.3427675  -0.207689    1.6329147  ... -0.70008177  0.30308086
   0.31469607]
 ...
 [ 0.15915205 -0.26128072  0.42718568 ... -0.17838055 -0.23953494
  -0.10060027]
 [ 0.19284023 -0.24526976  0.44275206 ... -0.35882908 -0.17207874
  -0.10334224]
 [ 0.19184394 -0.2529845   0.43901476 ... -0.36943737 -0.18885446
  -0.10784909]]"
wish i were born in beverly hills,23,212933,alice cooper,0.493,0.848,2,-12.544,1,0.0344,0.00294,0.00253,0.308,0.709,137.77,2.5133333333333336,3.3233333333333337,3.433333333333333,hard rock,alice cooper,wish i were born in beverly hills,looked sleek sassy rolling rodeo drive got daddy's black corniche tennis pro side wants mother's lover exercise skill score fast knows brother oh wish born beverly hills swear drink half much spills want live get kicks thrills gigolo lover send bills says actress never got part teenage mess burned gucci heart cracked one day cartier things came head put trinkets away wrapped instead oh wish born beverly hills swear drink half much spills want live get kicks thrills gigolo lover send bills bit like dog screamed like hell ain't taking padded cell better take hands high priced tail oh wish born beverly hills swear drink half much spills want live get kicks thrills gigolo lover send bills,"[[-0.34181708 -0.13324763  0.19035226 ... -0.24779408 -0.02021401
  -0.10555333]
 [-0.14624417  0.39533305  0.447069   ... -0.29144165  0.12057543
   0.28657845]
 [ 0.37064275  0.1803836   0.54351145 ... -0.35206956  0.1950506
   0.42183933]
 ...
 [ 0.0170358  -0.5153683   0.76391846 ... -0.35871583 -0.298041
  -0.20549354]
 [-0.03888597 -0.45570636  0.47340408 ... -0.20862022 -0.31716213
  -0.1388927 ]
 [-0.02731078 -0.22651254  0.08413137 ... -0.03185641 -0.46948695
  -0.67806506]]"
the quiet room,25,232227,alice cooper,0.406,0.374,3,-14.935,1,0.0378,0.388,0.000734,0.0906,0.322,88.603,2.5133333333333336,3.3233333333333337,3.433333333333333,hard rock,alice cooper,the quiet room,california air nightgown stairs remember every night scenes home quiet room long gone winter kill lawn polaroids sent wall quiet room they've got place they've keeping can't hurt can't get wrists bleed know suicide appeals quiet room sterilized white like tomb moth stained naked night plastic forks spoon laces shoes allknow tried outside quiet room quiet place ain't new haunted atmosphere heard many scream home home twilight zone strangest dream confidant confessed life quiet room knows wife they've got place they've keeping can't hurt can't can't get damn wrists bleed mattress floor handles door really need nothing i'm alone,"[[-0.05272709  0.05719047  0.15834469 ... -0.3096398  -0.04435116
  -0.16490155]
 [ 0.6502118   0.31339222  0.21602711 ...  0.0190185  -0.07284392
  -0.24911553]
 [ 0.25675064  0.43447024  0.51017874 ... -0.40976423  0.05665651
  -0.36556903]
 ...
 [-0.23078497 -0.2852869   0.6130557  ... -0.1429323  -0.13078448
  -0.13636321]
 [-0.16207787 -0.2351272   0.16573621 ... -0.00079584  0.12605579
  -0.06123541]
 [ 0.08089703  0.0019313   0.74863607 ... -0.13149805  0.12141136
   0.18592034]]"
welcome to my nightmare,44,320640,alice cooper,0.438,0.717,11,-13.226,0,0.05,0.305,0.00122,0.07,0.593,112.408,4.787058823529412,2.877647058823529,4.707058823529413,classic rock,alice cooper,welcome to my nightmare,welcome nightmare think gonna like think gonna feel like belong nocturnal vacation unnecessary sedation want feel home cause belong welcome nightmare welcome breakdown hope scare that's way come sweat laugh scream cause life dream know inside feel right home welcome breakdown whoa welcome nightmare yeah welcome nightmare think gonna like think gonna feel belong sweat laugh scream cause life dream know inside feel right home welcome nightmare welcome breakdown yeah,"[[-0.614471   -0.18531081  0.39476803 ... -0.2011163  -0.15214741
  -0.1714434 ]
 [-0.21656723  0.5578395   1.5802895  ...  0.23196673 -0.16428512
   0.6413717 ]
 [-0.28589112  0.02473852  0.5508175  ... -0.45843682 -0.25846475
  -1.2035415 ]
 ...
 [ 0.3510135  -0.00797468  0.66635895 ... -0.29240432 -0.14477234
  -0.42090845]
 [ 0.38633052 -0.04446379  0.6461103  ... -0.25891384 -0.14489019
  -0.3616126 ]
 [ 0.42096183 -0.04055004  0.60533404 ... -0.21936117 -0.1569563
  -0.3791812 ]]"
millie and billie,25,252600,alice cooper,0.562,0.23,11,-17.419,0,0.0391,0.395,1.42e-05,0.0884,0.2,121.535,2.5133333333333336,3.3233333333333337,3.433333333333333,hard rock,alice cooper,millie and billie,billie wonder insane ever get better stay billie i'm worried millie worry one knows pain love crazy alone way know worried today god made love crazy feel alone thinking us thinking us god made love crazy feel alone billie mind seems wander events night long ago driving alone guilt well concealed trunk 68 olds millie world's asylum minds like say ain't straight know know passion's deformed true say we'll love lifetime god made love crazy feel alone thinking us thinking us god made love crazy feel alone billie dream children they're frightening gruesome sad want growing inside they're price love oh millie oh billie criminally insane oh millie oh billie oh billie fresh memory night done pick axe scissors shovel gun liked late husband donald torture memory brings sliced sealed tight baggies guess love makes funny things oh millie oh billie criminally insane oh millie oh billie,"[[-0.69415194  0.12346932  0.17059731 ... -0.78368413 -0.00450972
  -0.02205554]
 [ 0.8853306  -0.03079009  1.2905653  ... -0.3191416  -0.08050049
  -0.21882617]
 [ 0.71755165  0.32780024  1.1415452  ... -0.4013229   0.15338828
  -0.15689439]
 ...
 [ 0.46285054  0.12201016  0.66869664 ... -0.3036174  -0.31412023
  -0.48941547]
 [ 0.4847904   0.2465257   0.41278455 ... -0.12296038 -0.18312879
  -0.23194863]
 [ 0.4270841   0.00658293  0.6790094  ... -0.19774064 -0.23243539
  -0.41413698]]"
